ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
10312561,01/01/2014 01:00:00 AM,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER,False,False,1833,18.0,42.0,41.89753369,-87.627343939
11234165,01/01/2014 02:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1421,14.0,26.0,,
11569947,01/01/2014 02:00:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,1814,18.0,2.0,,
11407674,01/01/2014 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,314,3.0,5.0,,
11520384,01/01/2014 05:00:00 AM,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,112,1.0,42.0,,
10254604,01/01/2014 07:00:00 AM,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,OTHER,False,False,613,6.0,21.0,41.742386051,-87.652306588
10322675,01/01/2014 07:00:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,False,112,1.0,42.0,41.882076985,-87.626709904
10933169,01/01/2014 07:00:00 PM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,2522,25.0,30.0,,
10008181,01/01/2014 07:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1232,12.0,2.0,41.867010957,-87.655835363
11399637,01/01/2014 07:25:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1222,12.0,27.0,,
10329193,01/01/2014 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1422,14.0,26.0,41.904092145,-87.709274454
10325338,01/01/2014 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,312,3.0,20.0,41.775815434,-87.615515359
11271764,01/01/2014 08:00:00 AM,THEFT,OVER $500,OTHER,False,False,724,7.0,17.0,,
10219467,01/01/2014 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1733,17.0,35.0,41.952584475,-87.711643388
10325240,01/01/2014 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,922,9.0,14.0,41.813049566,-87.70291051
10967815,01/01/2014 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,814,8.0,23.0,,
12842271,01/01/2014 08:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,CTA TRAIN,False,False,213,2.0,3.0,,
11302137,01/01/2014 08:00:00 PM,DECEPTIVE PRACTICE,PAY TV SERVICE OFFENSES,APARTMENT,False,False,1413,14.0,26.0,,
10215005,01/01/2014 08:00:00 AM,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,True,712,7.0,16.0,41.782492024,-87.653363635
10821130,01/01/2014 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,921,9.0,14.0,,
11519515,01/01/2014 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,223,2.0,4.0,,
11513587,01/01/2014 08:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,2033,20.0,46.0,,
