ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
11186206,01/01/2009 01:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,True,True,1522,15.0,29.0,41.871866796,-87.762066542
11865717,01/01/2009 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,423,4.0,7.0,,
11443057,01/01/2009 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,611,6.0,18.0,,
11390436,01/01/2009 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,632,6.0,6.0,,
11322799,01/01/2009 10:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2512,25.0,36.0,,
12144044,01/01/2009 12:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,923,9.0,14.0,,
11479508,01/01/2009 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,133,2.0,3.0,41.824486973,-87.626415277
11030960,01/01/2009 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,False,621,6.0,21.0,,
10728099,01/01/2009 12:00:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,613,6.0,21.0,,
11046665,01/01/2009 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,831,8.0,17.0,,
11047604,01/01/2009 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,133,1.0,3.0,,
10900579,01/01/2009 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,513,5.0,34.0,,
10409118,01/01/2009 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,424,4.0,10.0,,
10145496,01/01/2009 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,2522,25.0,31.0,,
11010305,01/01/2009 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2223,22.0,21.0,,
10426681,01/01/2009 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,932,9.0,16.0,,
11738821,01/01/2009 12:00:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1611,16.0,41.0,,
11285056,01/01/2009 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1511,15.0,29.0,,
10210473,01/01/2009 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,1024,10.0,22.0,,
11709415,01/01/2009 12:01:00 AM,THEFT,FROM BUILDING,RESIDENCE,False,False,222,2.0,4.0,,
10357088,01/01/2009 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,831,8.0,18.0,,
11008669,01/01/2009 12:01:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,2514,25.0,30.0,,
11345422,01/01/2009 12:01:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,334,3.0,7.0,,
