ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
11501725,01/01/2007 09:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,735,7.0,17.0,,
10124266,01/01/2007 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,512,5.0,9.0,,
11711467,01/01/2007 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,812,8.0,23.0,,
11256191,01/01/2007 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,824,8.0,14.0,,
11315093,01/01/2007 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2522,25.0,31.0,,
11292704,01/01/2007 12:01:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,1223,12.0,27.0,,
10348657,01/01/2007 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,True,False,1133,11.0,24.0,,
11157352,01/01/2007 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,False,1234,12.0,25.0,,
11042861,01/01/2007 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1023,10.0,28.0,,
11042938,01/01/2007 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,DAY CARE CENTER,False,False,2513,25.0,36.0,,
11492463,01/01/2007 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,False,2535,25.0,26.0,,
11394453,01/01/2007 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1834,18.0,42.0,,
11039126,01/01/2007 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1121,11.0,27.0,,
11265449,01/01/2007 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1013,10.0,22.0,,
11315095,01/01/2007 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,2514,25.0,30.0,,
11407105,01/01/2007 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2222,22.0,21.0,,
11433965,01/01/2007 12:01:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,True,False,512,5.0,9.0,,
11272078,01/02/2007 06:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,331,3.0,5.0,,
11488197,01/02/2007 06:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,731,7.0,6.0,,
11558452,01/05/2007 09:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,924,9.0,15.0,,
11525986,01/11/2007 02:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,2532,25.0,37.0,,
11194265,01/14/2007 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,922,9.0,15.0,,
5288404,01/30/2007 11:50:00 PM,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1232,12.0,25.0,41.879125847,-87.652887289
11459986,02/01/2007 11:15:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1533,15.0,28.0,,
5296779,02/05/2007 02:04:00 AM,ROBBERY,STRONG ARM - NO WEAPON,RESTAURANT,False,False,1831,18.0,42.0,41.887933042,-87.632506739
10156043,02/20/2007 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,1234,12.0,25.0,,
5342483,02/26/2007 10:00:00 AM,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,False,False,1724,17.0,33.0,,
11013712,02/26/2007 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,523,5.0,34.0,,
10349061,03/01/2007 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,911,9.0,12.0,,
11349471,03/17/2007 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,True,2512,25.0,36.0,,
5408114,03/25/2007 05:30:00 PM,THEFT,OVER $500,OTHER,False,False,815,8.0,23.0,,
11610200,04/01/2007 02:00:00 PM,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,APARTMENT,False,True,2012,20.0,40.0,,
5459506,04/03/2007 11:00:00 PM,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,1133,11.0,28.0,41.87448398,-87.718334431
11021408,04/03/2007 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,False,True,1532,15.0,37.0,,
11292241,04/21/2007 12:00:00 PM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,True,True,311,3.0,20.0,,
12346528,04/22/2007 09:00:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,712,7.0,16.0,,
10143188,05/01/2007 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,1121,11.0,27.0,,
11541855,05/01/2007 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,123,1.0,25.0,,
11367108,05/01/2007 12:01:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,1411,14.0,33.0,,
11260408,06/01/2007 06:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2523,25.0,30.0,,
11442259,06/01/2007 06:00:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,True,True,2511,25.0,36.0,,
11498936,06/01/2007 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,822,8.0,23.0,,
10309873,06/01/2007 10:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,835,8.0,18.0,,
11608384,06/07/2007 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,332,3.0,5.0,,
11634550,06/20/2007 08:00:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,ABANDONED BUILDING,False,False,232,2.0,20.0,,
10218387,06/28/2007 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,1623,16.0,45.0,41.963596188,-87.759997717
10108314,07/01/2007 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,334,3.0,7.0,,
11443147,07/01/2007 11:00:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,False,False,1111,11.0,28.0,,
5646936,07/04/2007 08:10:00 PM,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,GAS STATION,False,False,623,6.0,6.0,41.756259091,-87.624719943
11430159,08/01/2007 09:25:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,832,8.0,16.0,,
11517787,08/07/2007 09:00:00 AM,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,324,3.0,7.0,,
5705905,08/07/2007 12:00:00 PM,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1024,10.0,12.0,41.847207057,-87.706337239
11643323,08/10/2007 09:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,False,False,531,5.0,9.0,,
5741943,08/25/2007 09:22:18 AM,ASSAULT,SIMPLE,OTHER,False,False,2422,24.0,49.0,,
11195545,09/01/2007 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,915,9.0,11.0,41.833710581,-87.6413071
5771751,09/06/2007 06:00:00 PM,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,False,False,1212,12.0,2.0,41.898544605,-87.68280833
11368022,09/13/2007 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1533,15.0,29.0,,
11402594,09/23/2007 11:00:00 PM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,933,9.0,20.0,,
11399240,10/22/2007 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,414,4.0,8.0,,
5865802,10/25/2007 05:15:00 PM,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,122,1.0,42.0,41.880139732,-87.635265185
10812424,10/29/2007 06:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,932,9.0,16.0,,
10088452,11/01/2007 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1511,15.0,29.0,,
5903710,11/07/2007 04:05:00 AM,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,121,1.0,42.0,41.881847601,-87.641772074
11463753,11/07/2007 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,432,4.0,10.0,,
11027485,11/15/2007 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,522,5.0,34.0,,
11516733,11/25/2007 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1523,15.0,37.0,,
11547419,12/01/2007 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1213,12.0,2.0,,
11012566,12/01/2007 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,511,5.0,9.0,,
11549440,12/09/2007 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,1814,18.0,43.0,,
